slug,peak_tvl,current_tvl,drawdown_from_peak,tvl_30d_change,tvl_90d_change,volatility,lifespan_days,consecutive_decline_days,data_points,label,name,category,avax_only
vikingsfinance,162642265.0,0.0,1.0,0.0,0.0,19.263376333334993,675,68,638,dead,VikingsFinance,Reserve Currency,True
midasdao,115021864.0,0.0,1.0,0.0,0.0,3.2098733173214824,674,90,637,dead,MidasDAO,Reserve Currency,True
o2-dao,0.0,0.0,0.0,0.0,0.0,0.0,1540,0,1542,dead,O2 DAO,Reserve Currency,True
ice-dao,42339467.0,0.0,1.0,0.0,0.0,11.008230877105118,1535,104,1537,dead,Ice DAO,Reserve Currency,True
ragnarokdao,2509757.0,0.0,1.0,0.0,0.0,8.1582180488878,1529,97,1531,dead,RagnarokDAO,Reserve Currency,True
vortex-dao,1729229.0,0.0,1.0,0.0,0.0,5.598129570237493,1270,186,861,dead,Vortex DAO,Reserve Currency,True
cakedao,470525.0,0.0,1.0,0.0,0.0,5.532145471101355,661,40,624,dead,CakeDAO,Reserve Currency,True
snowcatdao,50385.0,0.0,1.0,0.0,0.0,17.68743370474019,1520,5,1522,dead,SnowCatDAO,Reserve Currency,True
agarthadao,1859300.0,0.0,1.0,0.0,0.0,5.481349818419661,654,24,617,dead,AgarthaDAO,Reserve Currency,True
louverture,16209147.0,0.0,1.0,0.0,0.0,2.911231472112499,651,107,614,dead,Louverture,Yield,True
piggy-finance,0.0,0.0,0.0,0.0,0.0,0.0,653,0,616,dead,Piggy Finance,Yield,True
chikn-farm,0.0,0.0,0.0,0.0,0.0,0.0,1511,0,1513,dead,Chikn Farm,Services,True
karma-dao,196531.0,0.0,1.0,0.0,0.0,0.7473823316359223,1508,484,1510,dead,Karma DAO,Reserve Currency,True
aave-v3,1406243239.0,404340758.0,0.7124674119055444,-0.2335142361326576,-0.346165635231444,0.6322408081132003,1443,698,1445,alive,Aave V3,Lending,False
pendle,7226783.0,432832.0,0.9401072372036078,-0.3555177353118979,-0.5687939404626344,1.1371428560676158,1560,744,1562,alive,Pendle,Yield,False
curve-dex,1448711155.0,2356067.0,0.9983736806389124,-0.07730373689033704,-0.18176343643881496,2.216450383095674,1603,796,1598,alive,Curve DEX,Dexs,False
spark-liquidity-layer,10966637.0,9999414.0,0.08819686472708087,0.00014903092391671272,9999414.0,0.7696175289403683,119,9,121,alive,Spark Liquidity Layer,Onchain Capital Allocator,False
uniswap-v3,35280276.0,4467883.0,0.8733603161154408,-0.2179667868802646,-0.14980329651969757,0.7210290535941538,956,147,946,alive,Uniswap V3,Dexs,False
spark-savings,225033476.0,152032215.0,0.3244017836706215,-0.09979335339093746,50677404.333333336,0.8589357866773988,124,33,126,alive,Spark Savings,Yield,False
uniswap-v2,296586.0,139270.0,0.5304228790300284,-0.08785407865867637,3.54643684914961,0.9098450709346875,733,233,730,alive,Uniswap V2,Dexs,False
uniswap-v4,1427227.0,661356.0,0.5366147081017946,-0.06856111926403939,0.45795379392443014,0.7331644896036443,391,15,390,alive,Uniswap V4,Dexs,False
euler-v2,183971539.0,43443419.0,0.7638579356560147,-0.16917653516975234,-0.21363477470599787,0.5875889066403723,371,152,373,alive,Euler V2,Lending,False
tornado-cash,360667.0,42213.0,0.8829585185226261,-0.2842294453770114,-0.44935627356090946,0.4655289127279959,1372,375,1374,alive,Tornado Cash,Privacy,False
mev-capital,204885561.0,204885561.0,0.0,2.057042311880098,7.695836938639183,1.2026437526067135,399,0,401,alive,MEV Capital,Risk Curators,False
upshift,14099094.0,1250157.0,0.9113306855036217,1250157.0,-0.5942713157513827,0.5977296914276009,447,151,449,alive,Upshift,Onchain Capital Allocator,False
gmx-v2-perps,68011626.0,10977824.0,0.838589008296905,-0.30450924419387737,-0.3399240762292216,0.595264344515595,930,231,932,alive,GMX V2 Perps,Derivatives,False
k3-capital,164902619.0,15845188.0,0.9039118475128646,0.01285793266048493,-0.014693667904425493,0.6221333217664836,876,47,878,alive,K3 Capital,Risk Curators,False
multipli.fi,18919187.0,15968.0,0.9991559891024916,-0.1760061919504644,-0.15855200758773316,1.1207751247358044,193,72,195,alive,Multipli.fi,Yield,False
pinksale,2085763.0,49962.0,0.9760461759078093,-0.28550795103535065,-0.4855274674355146,0.8548221706195683,1331,351,1270,alive,PinkSale,Launchpad,False
treehouse-protocol,8581408.0,7364383.0,0.14182113238293761,9.038185096989382,7.403981755044238,1.444189172526629,178,8,180,alive,Treehouse Protocol,DOR,False
stake-dao,124425201.0,209764.0,0.9983141357352519,0.0,-0.09262559586119787,2.8685492051197765,1583,775,1568,alive,Stake DAO,Yield,False
beefy,12874764.0,28.0,0.9999978252028542,-0.21621621621621623,-0.9975004309601793,1.7064499627593663,1500,689,1502,alive,Beefy,Yield Aggregator,False
aave-v2,3666600913.0,11590222.0,0.996838973677526,-0.21693206235992543,-0.26175545823880664,2.332005301021641,1617,846,1619,alive,Aave V2,Lending,False
uncx-network-v2,3405861.0,93849.0,0.9724448531516701,-0.23653254803703042,-0.3496188496188496,1.3713507779897638,1354,388,1336,alive,UNCX Network V2,Token Locker,False
homora-v2,679064663.0,397914.0,0.9994140263487691,-0.0780297132476969,-0.11833067446601081,2.417723377557627,1489,725,1484,alive,Homora V2,Leveraged Farming,False
aura,2212655.0,0.0,1.0,0.0,0.0,0.9929323234343522,691,260,693,alive,Aura,Yield,False
lagoon,84730703.0,5820785.0,0.9313025291434204,-0.7644716758988451,-0.8715659026509653,0.992593321355841,217,75,219,alive,Lagoon,Onchain Capital Allocator,False
re7-labs,213924703.0,19940023.0,0.906789525845456,-0.020487890759282094,-0.09666288917575572,0.8525759484248111,399,159,401,alive,Re7 Labs,Risk Curators,False
balancer-v3,30796388.0,971400.0,0.9684573398672598,0.3022072081129812,0.5308670964773073,0.8473790768621926,322,120,324,alive,Balancer V3,Dexs,False
balancer-v2,28884163.0,132783.0,0.9954029133542834,-0.8872797530721667,-0.8891214908944247,0.9317925741521254,931,413,926,alive,Balancer V2,Dexs,False
sushiswap-v3,404338.0,32759.0,0.9189811494343841,-0.33698973912691504,-0.425142135186355,0.706607948219377,1053,102,988,alive,SushiSwap V3,Dexs,False
thorchain-dex,15241273.0,940516.0,0.9382915062278591,-0.2625432037586486,-0.3738527498718435,0.7496383711005744,1056,378,1054,alive,Thorchain DEX,Dexs,False
sushiswap,257358630.0,53149.0,0.9997934827365221,-0.11164967407655023,-0.1911182808790406,4.700171458636158,1715,761,1684,alive,SushiSwap,Dexs,False
zerobase-cedefi,128583.0,15845.0,0.876772201612966,-0.09554794520547945,-0.23163458274741794,0.7627034991758028,265,55,267,alive,ZEROBASE CeDeFi,Basis Trading,False
solv-strategies,26060457.0,12770815.0,0.509954295889746,-0.2682976494145867,-0.3001015527764792,0.31592194815912433,294,102,296,alive,Solv Strategies,Onchain Capital Allocator,False
tulipa-capital,55361130.0,5569431.0,0.8993981697989185,-0.7704706647254005,-0.8738730671765522,0.48388448962072644,89,48,91,alive,Tulipa Capital,Risk Curators,False
silo-v2,79620153.0,12349283.0,0.8448975223647209,-0.49436648615800205,-0.6872671635515615,0.37564442457908004,240,77,242,alive,Silo V2,Lending,False
team-finance,5439785.0,409190.0,0.924778277082642,-0.36652346562013793,-0.5944419886655341,0.7002322496480737,1335,154,1235,alive,Team Finance,Token Locker,False
ipor-fusion,457095.0,321851.0,0.2958772246469552,-0.2758078343222427,321851.0,1.768967340257913,154,24,156,alive,IPOR Fusion,Yield Aggregator,False
superform,587967.0,6893.0,0.988276552935794,-0.5104736206774125,-0.6148172980221254,1.7664644266101006,761,156,763,alive,Superform,Yield Aggregator,False
yieldfi,9150146.0,23427.0,0.9974397129838147,-0.187993899902953,-0.21282171897049929,1.5270533322756168,192,35,182,alive,YieldFi,Yield Aggregator,False
vesper,4148360.0,0.0,1.0,0.0,0.0,1.3222541769063456,1418,421,1420,alive,Vesper,Yield Aggregator,False
spectra-v2,6185192.0,5871107.0,0.05078015363144749,10.790557284867958,16.103369922393902,0.6869923233808333,236,7,238,alive,Spectra V2,Yield,False
joe-v2.2,120203944.0,28825290.0,0.7601968035258477,-0.1583186000426136,-0.34605751527731476,0.43581543400059275,614,92,616,alive,Joe V2.2,Dexs,False
vfat.io,47372882.0,1019103.0,0.9784876292727979,-0.5526831880470183,-0.7935168893647129,0.9799395445487676,217,102,199,alive,vfat.io,Yield Aggregator,False
steer-protocol,28802.0,1459.0,0.9493437955697521,-0.36769164140320487,0.03840682788051209,2.2688593196041955,973,41,940,alive,Steer Protocol,Liquidity manager,False
dxsale,42806237.0,28044.0,0.9993448618246916,-0.19538086357767895,-0.33172091693275507,5.896180616485957,1320,316,1219,alive,DxSale,Launchpad,False
40-acres,1645799.0,1645689.0,6.683683730516302e-05,0.08318035849097585,0.250430248788275,0.2500415448616725,224,1,226,alive,40 Acres,Lending,False
ankr,1863867.0,117043.0,0.9372042103862561,-0.2792235783872994,-0.576031992117884,0.6407933479711801,1441,333,1436,alive,Ankr,Liquid Staking,False
contango-v2,11309950.0,4730338.0,0.5817542959960035,-0.1556455064817859,-0.3183495788912749,0.43247040930822084,451,43,431,alive,Contango V2,Derivatives,False
dodo-amm,4250240.0,2754048.0,0.3520252973949706,-0.11928685890004916,-0.2708185670542415,0.5553464724604664,879,76,868,alive,DODO AMM,Dexs,False
termfinance-vaults,7901472.0,1372353.0,0.8263167926178818,0.022453912038002826,0.06751371580189505,1.397270157840911,337,48,332,alive,TermFinance Vaults,Yield,False
yield-yak-aggregator,22054054.0,776119.0,0.9648083295706087,-0.3630539793943711,-0.5654075326299922,0.9537519580166046,1594,759,1505,alive,Yield Yak Aggregator,Yield Aggregator,False
folks-finance-xchain,13331819.0,4090981.0,0.6931415735542165,-0.3218188464238676,-0.3745906577711695,0.4589116115651778,509,129,493,alive,Folks Finance xChain,Lending,False
frax-swap,2351400.0,205577.0,0.9125725099940462,-0.14569602473424811,-0.25103558326016545,0.8048478756740367,1249,407,1251,alive,Frax Swap,Dexs,False
joe-dex,397266721.0,74856.0,0.9998115724372493,-0.3669865967612363,-0.5825460913014867,3.1120205486749746,1596,825,1584,alive,Joe DEX,Dexs,False
flokifi-locker,1043792.0,94002.0,0.9099418274905345,-0.277133541471217,-0.4449089738820292,0.8698725897551505,1099,349,1050,alive,FlokiFi Locker,Token Locker,False
acryptos,369488.0,116175.0,0.6855784220326506,0.0007321842347813353,-0.00021514444798237536,0.392534730397424,1331,515,1333,alive,ACryptoS,Liquidity manager,False
abracadabra-spell,684609904.0,43225.0,0.9999368618541049,-0.1264121582021382,-0.4892958412098299,3.75187020890025,1620,832,1614,alive,Abracadabra Spell,CDP,False
mux-perps,5534754.0,372136.0,0.9327637687239577,-0.20714119835265393,-0.26254305202706185,0.730012241104264,1206,369,1208,alive,MUX Perps,Derivatives,False
bifi,2064888.0,1985.0,0.9990386887811833,-0.2775554747180793,-0.40162699608315755,1.4439936411227134,1675,813,1666,alive,BiFi,Lending,False
bitbond-lockers,0.0,0.0,0.0,0.0,0.0,0.0,348,0,339,alive,Bitbond Lockers,Token Locker,False
royco-v2,3431061.0,3431061.0,0.0,0.3978893108420226,0.3978893108420226,0.13446310950488824,6,0,8,alive,Royco V2,Yield,False
turtle-club,84511122.0,5785995.0,0.9315356977511197,-0.7644594268869709,-0.8716515300696538,0.49204838626464387,126,74,128,alive,Turtle Club,Onchain Capital Allocator,False
woofi-earn,15226357.0,1062236.0,0.930237022552407,-0.15433521455747445,-0.23752095990628339,0.8100134613941602,1197,223,1199,alive,WOOFi Earn,Yield,False
balanced-exchange,3465977.0,1995779.0,0.4241799642640445,-0.21193318383684745,-0.2180835371594263,0.2926289388131178,677,96,679,alive,Balanced Exchange,Dexs,False
woofi-swap,10378854.0,1011645.0,0.9025282560097676,-0.27067551005695334,-0.32394725745304903,0.5618451363356564,1446,659,1448,alive,WOOFi Swap,Dexs,False
autofarm,7501342.0,55656.0,0.9925805275909297,-0.26158887680101894,-0.37697155586401443,1.9222420611063584,1622,799,1610,alive,Autofarm,Yield Aggregator,False
angle,102942.0,96.0,0.9990674360319404,-0.039603960396039604,-0.0761904761904762,8.486849423607076,1096,301,1098,alive,Angle,CDP,False
gamma,342906.0,1021.0,0.9970225076259966,-0.2762039660056657,-0.4331669439822518,1.0048107275941347,951,310,860,alive,Gamma,Liquidity manager,False
deltaprime,50181029.0,2586911.0,0.9484484265956363,-0.3850460553653288,-0.5183418928150438,0.6935201089312957,1141,272,1069,alive,DeltaPrime,Leveraged Farming,False
joe-v2.1,378702055.0,2554584.0,0.9932543698501979,-0.25402708306991295,-0.3860357277103175,0.8267535701843888,1054,371,1056,alive,Joe V2.1,Dexs,False
parallel-protocol-v3,2395532.0,2347913.0,0.019878256687867246,0.6255953407124771,1173956.0,1.1563642211930643,161,2,163,alive,Parallel Protocol V3,CDP,False
ribbon,22016073.0,76254.0,0.9965364395366967,-0.21739175056703305,-0.49887953525356676,2.0237437786630017,1535,784,1520,alive,Ribbon,Options Vault,False
qidao,4856034.0,124794.0,0.9743012507737796,-0.26851927833722145,-0.31171889649999446,1.201597427214021,1561,731,1562,alive,QiDao,CDP,False
wombat-exchange,0.0,0.0,0.0,0.0,0.0,0.0,822,0,824,alive,Wombat Exchange,Dexs,False
gmx-v1-perps,125879544.0,1841748.0,0.9853689651115991,-0.31073970478274116,-0.35341904331594487,0.6093338139741309,1529,607,1531,alive,GMX V1 Perps,Derivatives,False
guru-network-classic,14115.0,64.0,0.9954658165072617,-0.2857142857142857,-0.4396551724137931,1.6611672597653167,1039,532,1039,alive,Guru Network Classic,Yield,False
sushi-bentobox,456632.0,0.0,1.0,0.0,0.0,1.173217214280189,1177,462,1001,alive,Sushi BentoBox,Yield,False
dexalot-dex,1076689.0,494794.0,0.5404485417794739,-0.0765476568186484,-0.07590090300409948,0.6312932075118952,1095,221,751,alive,Dexalot DEX,Dexs,False
core-bridge,3541586.0,926343.0,0.7384383719610367,0.06252458899812234,1.458339193826181,0.768365059497151,462,199,464,alive,CORE Bridge,Canonical Bridge,False
empiredex,266262.0,24726.0,0.9071365797597855,-0.2728636123037111,-0.32916440586001083,0.594335684400782,1562,801,1553,alive,EmpireDEX,Dexs,False
omnibtc,70761.0,0.0,1.0,0.0,0.0,1.2550147492955506,865,285,864,alive,OmniBTC,Lending,False
gyroscope-protocol,2690279.0,15900.0,0.9940898323185068,-0.9844402106212858,-0.98444031720186,0.3061631228409187,384,180,358,alive,Gyroscope Protocol,Dexs,False
gro,3724668.0,25544.0,0.993141939093632,0.00023493480559144838,0.0009011832928453883,2.3759141189165462,1533,795,1535,alive,Gro,Yield,False
pangolin-v2,26671722.0,356877.0,0.9866196490800256,-0.2950697270177379,-0.6931960811958611,0.8219868111476993,1225,364,1144,alive,Pangolin V2,Dexs,False
apex-pro,428840.0,0.0,1.0,0.0,0.0,1.0372916969247445,883,47,885,alive,ApeX Pro,Derivatives,False
bridgers,159793.0,16098.0,0.8992571639558679,-0.1293602293007409,-0.5041426679397543,0.8871951918976777,615,191,615,alive,Bridgers,Dexs,False
termfinance-lend,7800142.0,0.0,1.0,0.0,-0.9999989988767397,1.9708461563285105,992,124,991,alive,TermFinance Lend,Lending,False
cian-automation,9958364.0,930631.0,0.9065478024301984,-0.2436210660463695,-0.44495650042375334,0.48980385279521255,713,371,715,alive,CIAN Automation,Yield,False
dforce-lending,0.0,0.0,0.0,0.0,0.0,0.0,1331,0,1333,alive,dForce Lending,Lending,False
kyberswap-classic,66549551.0,67188.0,0.9989904064116075,-0.14677384535283883,-0.26255076281418066,1.93434743398431,1633,720,1623,alive,KyberSwap Classic,Dexs,False
kine-finance,764816.0,897.0,0.9988271688876802,-0.2693246541903987,-0.4334384858044164,0.9582054277666335,1474,805,1476,alive,Kine Finance,Yield,False
thetanuts-finance,6704453.0,41729.0,0.9937759277304203,-0.26741920193810015,-0.37475652512660695,2.346524316800741,1510,767,1493,alive,Thetanuts Finance,Yield,False
opyn-gamma,20733184.0,18194.0,0.9991224695637679,-0.2724037269564522,-0.44429173538574307,2.701478204717656,1836,798,1838,alive,Opyn Gamma,Options,False
defiedge,782.0,778.0,0.005115089514066497,-0.001282051282051282,0.0,0.09435021911936776,381,59,376,alive,DefiEdge,Liquidity manager,False
impermax-v2,8003003.0,0.0,1.0,-0.9999930173936724,-0.9999943421953413,2.0832673271523534,881,94,881,alive,Impermax V2,Lending,False
gmd-protocol,3317514.0,228888.0,0.9310061690772066,-0.0053882822243176655,-0.007462816009713369,1.2389524739704263,978,531,980,alive,GMD Protocol,Yield Aggregator,False
phuture,4992311.0,794936.0,0.8407679329272555,-0.44040550234097986,-0.5953788088942277,0.6310184647903622,1265,233,1257,alive,Phuture,Indexes,False
pooltogether-v4,72205.0,16053.0,0.7776746762689565,0.0001869042427263099,-0.005266745151496375,0.6232454900568951,853,416,855,alive,PoolTogether V4,Yield Lottery,False
mint-club-v2,0.0,0.0,0.0,0.0,0.0,0.0,182,0,184,alive,Mint Club V2,Launchpad,False
clearpool-lending,624342.0,46.0,0.9999263224322567,0.0,0.0,9.779479892565451,648,11,647,alive,Clearpool Lending,Uncollateralized Lending,False
umami-finance,28723.0,0.0,1.0,0.0,0.0,2.0406545048892095,545,38,537,alive,Umami Finance,Yield,False
ajna-v2,192.0,106.0,0.4479166666666667,-0.10833333333333334,-0.2074074074074074,0.1495134017234267,293,60,295,alive,Ajna V2,Lending,False
hashflow,8927359.0,10150.0,0.9988630456106896,-0.04280999528524281,-0.10736897643334506,2.1293058424817066,1463,686,1371,alive,Hashflow,DEX Aggregator,False
tarot,97426.0,90.0,0.9990762219530721,0.625,0.421875,3.1219676106351204,1053,473,1052,alive,Tarot,Lending,False
bim,0.0,0.0,0.0,0.0,0.0,0.0,123,0,125,alive,BIM,Yield Aggregator,False
beta-finance-v1,1606.0,810.0,0.49564134495641343,-0.2653985507246377,-0.301464254952627,0.2691710751023932,816,79,818,alive,Beta Finance V1,Lending,False
radioshack,2357799.0,1046.0,0.9995563659158393,-0.18774243599689683,-0.19708588957055215,4.131334843918429,1420,697,1420,alive,RadioShack,Dexs,False
secured-finance-lending,4706.0,201.0,0.9572885677858054,-0.0776255707762557,-0.13304721030042918,0.8562339243073471,726,304,726,alive,Secured Finance Lending,Lending,False
antfarm-finance,733662.0,19199.0,0.9738312738018324,-0.7624027026692571,-0.7909703548060488,0.5520380487976361,768,387,770,alive,Antfarm finance,Liquidity manager,False
cytonic-airdrop-campaign,117604.0,2999.0,0.9744991666950104,-0.39807383627608345,-0.6182720447894134,0.8528327346632246,458,234,459,alive,Cytonic Airdrop Campaign,Farm,False
vapordex-v1,3203044.0,397000.0,0.8760554022985635,-0.26016019261876544,-0.45220387347459173,0.5097694446956704,1174,380,1176,alive,VaporDex V1,Dexs,False
88mph,7117.0,47.0,0.9933960938597723,-0.30434782608695654,-0.37662337662337664,3.556564347304709,1592,636,1564,alive,88mph,Lending,False
ante-finance,36192.0,4808.0,0.8671529619805481,-0.2827740492170022,-0.4482560807709959,0.5094044450211773,1265,378,1267,alive,Ante Finance,Insurance,False
prime-protocol,1206826.0,30787.0,0.9744892801447764,-0.19977127410718928,-0.2384297622875801,0.7111843128182475,1014,327,1016,alive,Prime Protocol,Lending,False
pangolin-v3,1351559.0,346462.0,0.7436575095870769,-0.18504797322249744,-0.45843324340124614,0.4026216127872826,204,74,206,alive,Pangolin V3,Dexs,False
iron-finance,4264974.0,29.0,0.9999932004274821,0.0,0.0,5.160718844636623,1629,161,1631,alive,Iron Finance,CDP,False
jarvis-network,1207.0,322.0,0.7332228666114333,0.0,0.0,0.6570294414180305,1116,285,1092,alive,Jarvis Network,Derivatives,False
napier,0.0,0.0,0.0,0.0,0.0,0.0,347,0,349,alive,Napier,Yield,False
